time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-12-27T02:28:04.420Z,55.5127,-159.0789,62.27,2.7,ml,,144,0.743,0.47,us,us10004aj6,2016-02-05T22:19:25.040Z,"85km SSW of Chignik Lake, Alaska",earthquake,4.3,10.8,0.128,8,reviewed,us,us
2015-12-27T02:20:55.740Z,-23.364,-66.8853,229.05,4,mb,,140,2.011,0.78,us,us10004bi3,2016-01-31T00:21:12.040Z,"110km NNW of San Antonio de los Cobres, Argentina",earthquake,13.9,9.7,0.368,2,reviewed,us,us
2015-12-27T01:52:00.710Z,27.8162,57.9299,10,4.1,mb,,135,1.613,1.22,us,us10004bj1,2016-02-05T22:23:42.040Z,"112km NE of Minab, Iran",earthquake,4.1,1.9,0.166,10,reviewed,us,us
2015-12-27T01:15:32.190Z,-32.2494,-179.6203,357.08,4.1,mb,,206,5.567,0.9,us,us100049se,2016-01-28T06:11:25.040Z,"113km SW of L'Esperance Rock, New Zealand",earthquake,17.9,15.9,0.158,11,reviewed,us,us
2015-12-27T01:08:18.800Z,35.94,-96.7939,4.575,2.8,ml,,46,,0.48,us,us100049sd,2016-01-31T00:11:00.040Z,"5km SSW of Cushing, Oklahoma",earthquake,1.5,4.9,,,reviewed,tul,tul
2015-12-27T01:03:59.000Z,63.196,-150.7253,126.6,3.4,ml,,,,0.5,ak,ak12311132,2016-01-28T06:07:13.040Z,"91km WSW of Cantwell, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2015-12-27T00:59:24.040Z,43.3681,-106.4269,5,2.7,ml,,95,0.72,0.61,us,us10004a3v,2016-02-05T23:36:27.040Z,"12km WSW of Midwest, Wyoming",earthquake,2.8,1.5,0.22,6,reviewed,us,mb
2015-12-27T00:52:39.000Z,56.7301,-154.4119,49.5,2.7,ml,,,,0.28,ak,ak12355491,2016-01-24T06:21:38.640Z,"93km SSW of Larsen Bay, Alaska",earthquake,0.9,0.9,,,reviewed,ak,ak
2015-12-26T23:50:30.210Z,-31.759,-72.0813,10,4.1,mb,,193,1.147,0.62,us,us100049rw,2016-01-24T06:17:13.412Z,"87km W of Illapel, Chile",earthquake,4.2,1.9,0.198,7,reviewed,us,us
2015-12-26T23:48:12.870Z,-35.35,-105.8855,10,4.8,mb,,59,26.861,0.81,us,us100049ry,2016-01-24T05:59:04.053Z,"Southern East Pacific Rise",earthquake,14.7,1.8,0.077,52,reviewed,us,us
2015-12-26T22:53:18.770Z,-12.826,169.3765,645.05,4.7,mb,,48,3.351,0.75,us,us100049rl,2016-01-24T03:21:29.717Z,"229km ENE of Sola, Vanuatu",earthquake,11.7,7.3,0.09,37,reviewed,us,us
2015-12-26T22:50:33.000Z,53.5095,-166.7973,95.4,2.6,ml,,,,0.2,us,us10004aau,2016-01-24T03:07:19.242Z,"44km SSW of Unalaska, Alaska",earthquake,14.2,10,,,reviewed,ak,ak
2015-12-26T22:43:55.570Z,-12.8118,169.3798,645.79,4.4,mb,,47,3.364,0.85,us,us100049rs,2016-01-27T02:40:15.040Z,"230km ENE of Sola, Vanuatu",earthquake,12,6.9,0.069,61,reviewed,us,us
2015-12-26T22:11:17.340Z,9.9678,126.0264,58.32,5.2,mb,,76,2.913,0.93,us,us100049re,2016-02-05T22:40:55.040Z,"2km ENE of San Benito, Philippines",earthquake,8.2,4.8,0.042,190,reviewed,us,us
2015-12-26T21:16:23.040Z,30.8734,137.825,462.95,4.4,mb,,80,2.789,0.75,us,us100049r4,2016-01-24T00:17:56.747Z,"Izu Islands, Japan region",earthquake,9.5,7.4,0.046,135,reviewed,us,us
2015-12-26T21:02:24.924Z,41.891,-119.6116,11.2,3.3,ml,9,77.52,0.149,0.1668,nn,nn00524118,2016-01-23T23:56:20.457Z,"69km ESE of Lakeview, Oregon",earthquake,2.86,1.9,0.36,5,reviewed,nn,nn
2015-12-26T20:43:07.100Z,-31.6969,-72.1583,10,3.8,mwr,,194,1.114,0.79,us,us100049qx,2016-01-24T05:11:52.603Z,"94km W of Illapel, Chile",earthquake,5.7,1.9,0.061,26,reviewed,us,us
2015-12-26T20:42:40.000Z,58.9847,-152.9329,66.9,2.6,ml,,,,0.46,ak,ak12310381,2016-01-23T06:19:40.910Z,"107km SW of Homer, Alaska",earthquake,0.6,0.5,,,reviewed,ak,ak
2015-12-26T20:39:17.000Z,56.361,-156.9277,8.7,2.7,ml,,,,0.56,ak,ak12335980,2016-01-23T06:09:40.392Z,"100km NW of Chirikof Island, Alaska",earthquake,1,1.2,,,reviewed,ak,ak
2015-12-26T20:33:08.800Z,17.9165,-68.205,86,3.4,Md,10,327.6,0.83094164,0.67,pr,pr15360009,2016-01-23T06:00:38.714Z,"66km SE of Boca de Yuma, Dominican Republic",earthquake,6.2,4.2,0,7,reviewed,pr,pr
2015-12-26T19:52:28.380Z,-22.0993,-67.0809,176.48,4.2,mb,,48,1.769,0.82,us,us10004bhl,2016-01-24T04:29:22.877Z,"147km NE of San Pedro de Atacama, Chile",earthquake,9.6,8.8,0.215,6,reviewed,us,us
2015-12-26T19:41:17.800Z,35.5891,-97.3829,6.099,3.2,ml,,38,,0.44,us,us100049qs,2016-01-23T05:33:32.958Z,"7km N of Spencer, Oklahoma",earthquake,1.7,4.5,,,reviewed,tul,tul
2015-12-26T19:40:15.700Z,35.5894,-97.3805,6.07,3,ml,,38,,0.61,us,us100049qr,2016-01-23T04:52:32.694Z,"7km N of Spencer, Oklahoma",earthquake,3,6.1,,,reviewed,tul,tul
2015-12-26T19:24:48.460Z,-13.6177,169.7443,10,4.6,mb,,84,3.059,0.91,us,us10004bhp,2016-02-04T04:39:09.040Z,"239km E of Sola, Vanuatu",earthquake,4.5,1.9,0.158,12,reviewed,us,us
2015-12-26T19:17:26.470Z,-12.9424,168.9454,623.65,4.5,mb,,148,3.009,0.58,us,us10004bhk,2016-01-23T04:43:54.777Z,"183km NE of Sola, Vanuatu",earthquake,11.8,11.1,0.1,29,reviewed,us,us
2015-12-26T18:53:22.570Z,-31.7507,-72.1352,9.97,4.2,mwr,,144,1.155,1.22,us,us100049qk,2016-01-29T21:34:29.040Z,"92km W of Illapel, Chile",earthquake,5.6,4.6,0.05,39,reviewed,us,us
2015-12-26T18:25:21.120Z,35.3762,-101.2043,4.99,2.7,mb_lg,,66,1.907,0.66,us,us100049qd,2016-01-29T20:59:50.040Z,"16km ENE of Panhandle, Texas",earthquake,6.1,3.3,0.088,34,reviewed,us,us
2015-12-26T18:19:15.500Z,17.972,-66.4261,7,3,Md,21,183.6,0.17696811,0.23,pr,pr15360007,2016-01-29T19:58:37.040Z,"1km SE of Playita Cortada, Puerto Rico",earthquake,0.6,0.9,0,18,reviewed,pr,pr
2015-12-26T18:17:47.680Z,-20.4042,-178.108,493.32,4.5,mb,,98,4.492,0.68,us,us10004bhm,2016-01-29T19:45:43.040Z,"67km ENE of Ndoi Island, Fiji",earthquake,18.9,10.4,0.157,12,reviewed,us,us
2015-12-26T17:59:37.100Z,-31.7548,-72.0692,10,4.6,mwr,,132,1.14,0.79,us,us100049q7,2016-01-28T22:05:20.040Z,"86km W of Illapel, Chile",earthquake,5.7,1.8,0.073,18,reviewed,us,us
2015-12-26T17:58:08.250Z,-31.7499,-72.1791,11.66,5,mww,,77,1.169,0.93,us,us100049py,2016-01-28T21:59:49.040Z,"97km W of Illapel, Chile",earthquake,4.2,1.4,,,reviewed,us,us
2015-12-26T16:47:50.560Z,-19.8976,-175.8219,180.96,4.4,mb,,114,5.62,1.2,us,us10004bhi,2016-01-24T15:10:40.036Z,"151km NNW of Nuku`alofa, Tonga",earthquake,15.2,17.6,0.135,16,reviewed,us,us
2015-12-26T16:08:56.400Z,19.0254,-65.227,24,2.6,Md,8,259.2,0.71505897,0.09,pr,pr15360008,2016-01-24T15:01:40.033Z,"80km N of Culebra, Puerto Rico",earthquake,0.8,10.1,0,8,reviewed,pr,pr
2015-12-26T16:03:14.150Z,-13.7122,169.8214,10,4.7,mb,,129,3.066,0.77,us,us100049pg,2016-01-24T14:54:47.061Z,"246km E of Sola, Vanuatu",earthquake,8.5,1.9,0.174,10,reviewed,us,us
2015-12-26T15:53:37.520Z,19.6736,-70.6755,22.84,4.1,mb,,80,0.25,1.42,us,us100049p5,2016-02-20T14:27:00.040Z,"9km NNW of Pedro Garcia, Dominican Republic",earthquake,2.1,7.8,0.158,11,reviewed,us,us
2015-12-26T15:46:38.030Z,18.9907,145.5746,207.22,4.3,mb,,171,3.734,1.05,us,us10004bhg,2016-01-24T14:40:25.728Z,"26km NNW of Agrihan, Northern Mariana Islands",earthquake,14.3,12.6,0.116,21,reviewed,us,us
2015-12-26T15:02:11.740Z,-59.8185,-26.3602,52.69,4.6,mb,,123,15.158,0.46,us,us10004bhc,2016-01-24T14:32:15.817Z,"87km S of Bristol Island, South Sandwich Islands",earthquake,13.9,8.9,0.125,19,reviewed,us,us
2015-12-26T14:43:41.860Z,-16.4328,66.6723,10,4.5,mb,,71,10.597,0.93,us,us10004bhb,2016-01-24T14:27:37.963Z,"Mid-Indian Ridge",earthquake,8.2,1.9,0.124,19,reviewed,us,us
2015-12-26T14:20:53.880Z,35.4083,139.9612,32.8,4.4,mb,,150,0.841,0.32,us,us100049zr,2016-02-07T21:07:22.040Z,"5km NE of Kisarazu, Japan",earthquake,4.6,7.1,0.22,6,reviewed,us,us
2015-12-26T14:19:53.950Z,71.4475,-3.9012,10,4.5,mb,,137,8.528,1.17,us,us10004bh9,2016-01-24T14:22:52.107Z,"183km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,13.9,2,0.191,8,reviewed,us,us
2015-12-26T14:18:00.440Z,38.0948333,-118.8526667,4.43,2.6,md,45,80,0.3155,0.08,nc,nc72572496,2016-01-26T00:44:22.563Z,"37km ESE of Bridgeport, California",earthquake,0.26,4.77,0.175,37,reviewed,nc,nc
2015-12-26T14:13:24.100Z,18.8076,-64.8679,33,2.6,Md,7,266.4,0.45544585,0.07,pr,pr15360005,2016-01-23T21:41:06.657Z,"50km NNW of Road Town, British Virgin Islands",earthquake,0.6,1.9,0,6,reviewed,pr,pr
2015-12-26T12:33:12.700Z,-8.883,119.041,108.88,4.1,mb,,77,3.169,0.86,us,us10004bhf,2016-01-08T10:16:05.656Z,"29km S of Lanta Timur, Indonesia",earthquake,10.1,8.2,0.145,13,reviewed,us,us
2015-12-26T11:55:16.430Z,35.2115,-117.28,2.61,3.78,mw,63,53,0.1941,0.15,ci,ci37506120,2016-02-06T06:54:39.040Z,"37km ESE of Johannesburg, California",earthquake,0.1,0.45,,5,reviewed,ci,ci
2015-12-26T11:42:18.260Z,-18.4075,-70.1494,52.04,4.7,mb,,93,0.186,0.55,us,us10004apz,2016-02-06T06:52:58.040Z,"17km ENE of Arica, Chile",earthquake,4.6,8.6,0.159,12,reviewed,us,us
2015-12-26T11:00:52.980Z,35.5164,27.3862,36.79,5.2,mww,,41,1.781,1.13,us,us100049m3,2016-01-08T09:11:37.057Z,"15km E of Karpathos, Greece",earthquake,6.1,5.2,,,reviewed,us,us
2015-12-26T10:16:54.450Z,-5.7361,102.5603,19.39,4.4,mb,,177,5.62,0.43,us,us10004bh2,2016-01-27T14:04:22.040Z,"154km WSW of Kuripan, Indonesia",earthquake,9,7.4,0.143,14,reviewed,us,us
2015-12-26T10:15:33.640Z,19.4231667,-155.6283333,3.84,2.85,ml,41,84,0.02033,0.14,hv,hv61135026,2016-01-27T12:24:58.040Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.65,0.224,23,reviewed,hv,hv
2015-12-26T10:05:06.170Z,3.5796,126.7734,54.43,4.2,mb,,154,2.851,0.79,us,us10004bh0,2016-01-27T14:20:24.040Z,"246km NNW of Tobelo, Indonesia",earthquake,7.8,11.7,0.159,11,reviewed,us,us
2015-12-26T09:09:26.000Z,18.0347,-66.9475,12,2.8,Md,12,100.8,0.0880349,0.2,pr,pr15360003,2016-01-27T09:36:51.040Z,"1km SSW of Liborio Negron Torres, Puerto Rico",earthquake,0.5,0.8,0,11,reviewed,pr,pr
2015-12-26T08:04:31.150Z,35.2121667,-117.2808333,3.14,3.74,mw,57,53,0.1935,0.14,ci,ci37506064,2016-02-06T06:38:28.040Z,"37km ESE of Johannesburg, California",earthquake,0.1,0.46,,6,reviewed,ci,ci
2015-12-26T07:21:45.190Z,19.3785,-155.2805023,1.09,2.72,ml,35,47,0.008072,0.21,hv,hv61134921,2015-12-26T15:24:26.463Z,"7km SW of Volcano, Hawaii",earthquake,0.13,0.18,0.33,22,automatic,hv,hv
2015-12-26T06:59:51.000Z,55.4478,-135.1689,8,3,ml,,,,1.23,us,us10004aam,2016-02-06T06:40:04.040Z,"127km W of Craig, Alaska",earthquake,5.3,8.1,0.085,18,reviewed,ak,us
2015-12-26T06:44:41.530Z,-7.1303,129.1725,162.23,4.9,mb,,39,2.271,1.02,us,us100049le,2016-02-10T07:09:50.040Z,"253km WNW of Saumlaki, Indonesia",earthquake,7.1,7.2,0.079,50,reviewed,us,us
2015-12-26T06:30:07.800Z,40.3448333,-122.0818333,11.95,2.76,ml,22,65,0.1403,0.09,nc,nc72572381,2016-01-01T02:23:09.631Z,"17km ESE of Cottonwood, California",earthquake,0.29,0.79,0.133,16,reviewed,nc,nc
2015-12-26T05:58:39.000Z,66.8757,-135.9007,82.3,3,ml,,,,0.65,ak,ak12306592,2015-12-29T21:19:20.157Z,"76km SW of Fort McPherson, Canada",earthquake,1.6,6.8,,,reviewed,ak,ak
2015-12-26T05:35:14.420Z,-9.1079,158.2931,10,4.6,mb,,74,1.665,0.89,us,us10004bgv,2016-01-13T10:19:15.377Z,"142km SW of Dadali, Solomon Islands",earthquake,8.9,1.9,0.183,9,reviewed,us,us
2015-12-26T05:35:05.700Z,36.0603,-97.5525,5.868,3,ml,,68,,0.68,us,us100049l6,2016-01-13T10:00:06.635Z,"12km NNE of Crescent, Oklahoma",earthquake,0.9,7.4,,,reviewed,tul,tul
2015-12-26T04:51:46.560Z,35.4055,31.2006,10,4.2,mb,,88,1.537,1.23,us,us100049kz,2016-01-28T05:11:34.040Z,"118km WNW of Polis, Cyprus",earthquake,3.1,1.9,0.152,12,reviewed,us,us
2015-12-26T04:48:40.050Z,29.1913,81.42,10,4.1,mb,,170,8.479,0.87,us,us10004bh1,2016-01-28T05:12:10.040Z,"19km NE of Achham, Nepal",earthquake,11.5,1.9,0.198,7,reviewed,us,us
2015-12-26T04:43:15.180Z,-42.007,84.5584,10,5.4,mwb,,90,6.821,1.43,us,us10004ail,2016-02-05T22:06:05.040Z,"Southeast Indian Ridge",earthquake,13.1,1.9,0.11,8,reviewed,us,us
2015-12-26T04:32:37.770Z,51.3601,-179.2159,46.57,3.3,ml,,307,0.475,0.22,us,us10004aaw,2016-01-28T04:35:40.040Z,"13km NW of Amatignak Island, Alaska",earthquake,8.5,11.6,,,reviewed,us,ak
2015-12-26T04:05:24.110Z,24.1381,121.731,19.81,4.1,mb,,86,0.129,1.18,us,us10004bek,2016-02-16T23:31:56.040Z,"22km NE of Hualian, Taiwan",earthquake,3.1,5.4,0.151,12,reviewed,us,us
2015-12-26T04:04:38.140Z,52.7278,-168.1561,42.07,3.8,ml,,210,0.489,0.54,us,us100049lw,2016-01-28T03:47:40.040Z,"53km ESE of Nikolski, Alaska",earthquake,4.6,7.9,,,reviewed,us,ak
2015-12-26T03:57:03.000Z,50.479,-130.191,10,4.3,mwr,,,,1.29,us,us100049ky,2016-02-05T22:07:38.040Z,"197km W of Port Hardy, Canada",earthquake,5.9,1.9,,,reviewed,pgc,pgc
2015-12-26T03:31:37.500Z,5.7701,126.144,105.68,4.5,mb,,125,1.407,0.73,us,us10004bgw,2016-01-28T02:43:11.040Z,"57km ESE of Culaman, Philippines",earthquake,6.4,7.8,0.144,14,reviewed,us,us
2015-12-26T03:04:18.000Z,55.8874,-154.6334,22.7,2.6,ml,,,,0.72,ak,ak12335939,2016-01-28T01:17:15.040Z,"62km E of Chirikof Island, Alaska",earthquake,5.1,8.6,,,reviewed,ak,ak
2015-12-26T02:17:33.000Z,54.0073,-164.342,54.3,2.5,ml,,,,0.55,ak,ak12335936,2015-12-29T21:20:23.875Z,"94km E of Akutan, Alaska",earthquake,3.2,2.8,,,reviewed,ak,ak
2015-12-26T02:17:24.380Z,21.5684,143.3327,290.38,4.8,mb,,21,5.601,0.82,us,us100049kr,2016-01-28T00:56:01.040Z,"198km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.4,5,0.036,235,reviewed,us,us
2015-12-26T01:36:40.800Z,-31.1991,-68.7084,93.53,4.9,mb,,48,0.346,0.92,us,us100049kj,2016-01-28T00:49:23.040Z,"31km NNW of Albardon, Argentina",earthquake,6.3,4,0.036,243,reviewed,us,us
2015-12-26T01:06:22.850Z,-6.4403,147.5322,73.71,4.3,mb,,106,2.968,0.78,us,us10004bgs,2016-01-28T00:18:04.040Z,"41km WNW of Finschhafen, Papua New Guinea",earthquake,9.2,7.7,0.129,17,reviewed,us,us
2015-12-26T00:43:15.600Z,36.754,-97.5724,4.151,2.5,ml,,63,,0.6,us,us100049k2,2016-01-12T05:01:00.345Z,"15km ESE of Medford, Oklahoma",earthquake,1.3,7.4,,,reviewed,tul,tul
2015-12-26T00:36:22.100Z,18.6641,-64.5599,32,3.3,Md,9,295.2,0.25152828,0.25,pr,pr15360000,2016-01-11T02:54:28.087Z,"28km NNE of Road Town, British Virgin Islands",earthquake,1.4,1.8,0,8,reviewed,pr,pr
2015-12-26T00:34:00.460Z,42.0088,-119.632,5,2.7,ml,,68,0.128,1.28,us,us100049jw,2016-01-16T03:20:48.113Z,"62km ESE of Lakeview, Oregon",earthquake,3.9,2,0.128,8,reviewed,us,us
2015-12-26T00:30:04.770Z,-20.4612,-177.9258,518.98,4.6,mb,,88,4.664,1.33,us,us10004bgq,2016-01-17T03:22:12.967Z,"83km ENE of Ndoi Island, Fiji",earthquake,12.1,6.9,0.085,41,reviewed,us,us
2015-12-26T00:29:16.450Z,5.261,125.7709,89.42,4.6,mb,,99,1.807,0.78,us,us10004bgr,2016-01-17T03:42:08.054Z,"37km ESE of Sarangani, Philippines",earthquake,7.3,5.8,0.081,46,reviewed,us,us
2015-12-26T00:02:24.130Z,40.2191667,-125.4193333,23.55,3.32,ml,12,331,0.8656,0.17,nc,nc72572216,2016-02-05T23:02:14.040Z,"105km WSW of Ferndale, California",earthquake,2.99,31.61,0.131,14,reviewed,nc,nc
2015-12-25T23:57:30.920Z,38.8326667,-122.8013333,1.83,2.66,md,70,35,0.01032,0.04,nc,nc72572176,2016-01-01T01:56:08.569Z,"6km W of Cobb, California",earthquake,0.1,0.14,0.252,58,reviewed,nc,nc
2015-12-25T23:37:18.900Z,19.1026,-64.656,12,2.7,Md,4,327.6,0.79860229,0.36,pr,pr15359011,2016-01-14T22:50:01.776Z,"76km N of Road Town, British Virgin Islands",earthquake,16.6,23.7,0,3,reviewed,pr,pr
2015-12-25T22:11:18.100Z,18.4669,-68.0767,103,2.9,Md,5,331.2,0.91628159,0.34,pr,pr15359010,2016-01-14T22:55:16.653Z,"36km ESE of Punta Cana, Dominican Republic",earthquake,6,5.3,0,4,reviewed,pr,pr
2015-12-25T21:41:00.980Z,5.2557,125.7618,51.75,4.9,mb,,66,1.811,0.95,us,us100049jb,2016-01-12T03:03:45.136Z,"36km ESE of Sarangani, Philippines",earthquake,7.1,6.8,0.061,84,reviewed,us,us
2015-12-25T21:18:04.020Z,-19.8973,-177.3573,401.19,4.2,mb,,149,4.845,0.52,us,us10004ba7,2016-01-16T22:31:48.895Z,"163km ENE of Ndoi Island, Fiji",earthquake,14.9,9.6,0.107,24,reviewed,us,us
2015-12-25T21:10:05.300Z,24.78,121.26,12.9,4,ml,,,,0.63,us,us10004ezd,2016-02-06T01:24:12.040Z,"11km SSW of Daxi, Taiwan",earthquake,3.7,6.2,,,reviewed,tap,tap
2015-12-25T20:51:21.490Z,-59.5138,-25.6208,9.66,4.7,mb,,81,7.923,1.37,us,us10004bak,2016-01-27T22:25:04.040Z,"74km SE of Bristol Island, South Sandwich Islands",earthquake,11.6,4.9,0.13,20,reviewed,us,us
2015-12-25T20:45:44.700Z,19.1991,-67.672,16,3,Md,10,266.4,0.90101023,0.44,pr,pr15359008,2015-12-29T18:29:30.040Z,"98km NW of San Antonio, Puerto Rico",earthquake,5.9,10.8,0,9,reviewed,pr,pr
2015-12-25T20:45:20.710Z,18.0945,-63.3696,16,3,md,,179,0.284,0.75,us,us100049j9,2016-02-09T14:36:03.040Z,"30km W of Marigot, Saint Martin",earthquake,3.6,3.7,,10,reviewed,us,pr
2015-12-25T20:23:55.400Z,-33.0884,-179.4236,35,4.4,mb,,264,4.833,0.52,us,us10004ba4,2016-02-09T14:47:01.040Z,"190km SSW of L'Esperance Rock, New Zealand",earthquake,3.7,2,0.239,5,reviewed,us,us
2015-12-25T20:11:17.600Z,-32.3384,-72.099,8.8,4.4,mb,,178,0.785,1.24,us,us100049iu,2016-01-27T21:26:07.040Z,"82km W of La Ligua, Chile",earthquake,5.7,5.1,0.169,12,reviewed,us,us
2015-12-25T19:18:25.620Z,-6.3138,147.5562,54.06,4.3,mb,,106,3.096,1.32,us,us10004ba2,2016-01-27T19:46:46.040Z,"47km NW of Finschhafen, Papua New Guinea",earthquake,9.1,9.3,0.153,14,reviewed,us,us
2015-12-25T19:14:47.190Z,36.4935,71.1263,206,6.3,mww,,17,0.77,0.91,us,us100049i1,2016-02-09T15:04:00.063Z,"42km WSW of Ashkasham, Afghanistan",earthquake,5,1.8,,,reviewed,us,us
2015-12-25T19:12:25.400Z,36.7287,-98.0118,6.212,3.6,mwr,,49,,1.42,us,us100049hz,2016-01-27T18:47:32.152Z,"26km WSW of Medford, Oklahoma",earthquake,1.9,5.7,0.057,30,reviewed,tul,us
2015-12-25T18:40:07.390Z,-25.5522,154.145,15.31,4.2,mb,,186,2.775,0.61,us,us10004baa,2016-01-27T18:36:55.040Z,"112km ENE of Rainbow Beach, Australia",earthquake,8.6,5.3,0.176,9,reviewed,us,us
2015-12-25T18:22:11.240Z,-15.8462,-175.4035,311.31,4.4,mb,,84,4,0.86,us,us10004ba1,2016-01-27T18:20:33.040Z,"177km W of Hihifo, Tonga",earthquake,11.5,10,0.117,21,reviewed,us,us
2015-12-25T17:58:04.970Z,-40.7281,-86.4356,10,5.8,mww,,132,9.813,1.33,us,us100049hf,2016-02-04T20:10:34.000Z,"West Chile Rise",earthquake,10.2,1.9,,,reviewed,us,us
2015-12-25T16:42:28.070Z,39.7714,141.292,48.06,4.7,mb,,94,1.12,0.95,us,us100049ha,2016-01-22T14:35:49.899Z,"14km ENE of Morioka-shi, Japan",earthquake,6,6.7,0.134,17,reviewed,us,us
2015-12-25T16:10:44.700Z,18.9759,-67.41,7,2.7,Md,6,331.2,0.57941336,0.21,pr,pr15359007,2016-01-23T21:30:03.864Z,"62km NNW of San Antonio, Puerto Rico",earthquake,2.2,2.1,0,6,reviewed,pr,pr
2015-12-25T15:48:07.870Z,-6.5232,129.943,151.43,4.2,mb,,88,1.977,1.25,us,us100049h6,2016-01-23T21:28:41.682Z,"218km NW of Saumlaki, Indonesia",earthquake,5.6,9.5,0.147,13,reviewed,us,us
2015-12-25T15:11:49.920Z,-30.6116,-71.3954,35,4.5,mb,,79,0.215,1.47,us,us100049h4,2016-02-20T14:26:06.040Z,"18km W of Ovalle, Chile",earthquake,4.5,1.9,0.145,14,reviewed,us,us
2015-12-25T14:42:28.150Z,-6.7192,130.0137,145.41,4.1,mb,,89,1.788,0.71,us,us10004b9z,2016-01-08T08:57:37.446Z,"198km NW of Saumlaki, Indonesia",earthquake,9.9,11.2,0.165,10,reviewed,us,us
2015-12-25T14:31:14.310Z,52.3507,-169.5212,38.26,2.9,ml,,294,0.453,0.21,us,us10004a63,2016-01-08T08:44:59.884Z,"78km SW of Nikolski, Alaska",earthquake,16.4,63.6,,,reviewed,us,ak
2015-12-25T14:19:10.743Z,41.8816,-119.6241,10.8,3,ml,7,87.08,0.146,0.1822,nn,nn00523992,2016-01-08T08:39:51.040Z,"68km ESE of Lakeview, Oregon",earthquake,7.08,4.7,0.24,4,reviewed,nn,nn
2015-12-25T14:11:30.000Z,63.2774,-147.31,60.8,2.5,ml,,,,0.6,ak,ak12302565,2016-01-08T07:59:50.040Z,"83km E of Cantwell, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2015-12-25T14:02:21.540Z,-6.0135,129.4808,41.14,4.8,mb,,50,2.661,1.17,us,us100049gs,2016-01-08T07:50:27.398Z,"285km SSE of Saparua, Indonesia",earthquake,6.5,6.4,0.097,33,reviewed,us,us
2015-12-25T13:45:26.600Z,36.7313,-98.0116,5.127,3.1,ml,,95,,0.75,us,us100049gr,2016-01-08T07:39:25.514Z,"26km WSW of Medford, Oklahoma",earthquake,1.6,7.5,,,reviewed,tul,tul
2015-12-25T12:01:25.970Z,43.8449,-128.4831,10,3.6,mb,,210,3.211,1.14,us,us10004b9u,2016-02-01T23:03:54.040Z,"Off the coast of Oregon",earthquake,4.8,2,0.189,7,reviewed,us,us
2015-12-25T12:00:58.950Z,-53.9778,-1.5764,10,4.8,mb,,144,17.77,0.61,us,us10004bai,2016-02-01T23:42:59.040Z,"Bouvet Island region",earthquake,14.2,1.9,0.139,16,reviewed,us,us
2015-12-25T11:54:05.560Z,-4.2043,129.5606,10,4.1,mb,,46,2.971,0.94,us,us10004b9x,2016-02-01T23:16:12.040Z,"119km SE of Amahai, Indonesia",earthquake,7.1,1.9,0.135,15,reviewed,us,us
2015-12-25T11:26:20.070Z,-54.1303,-2.313,10,4.6,mb,,136,17.61,1.26,us,us10004b9w,2016-02-02T00:16:51.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.5,1.9,0.158,12,reviewed,us,us
2015-12-25T11:22:51.070Z,-53.8746,-2.5837,10,4.6,mb,,96,17.865,1,us,us10004bah,2016-02-02T00:09:50.040Z,"Southern Mid-Atlantic Ridge",earthquake,15.7,1.9,0.193,8,reviewed,us,us
2015-12-25T10:30:44.780Z,-5.0479,101.6261,35,4.3,mb,,183,6.211,0.59,us,us10004b9t,2016-02-01T20:50:08.040Z,"155km SSW of Bengkulu, Indonesia",earthquake,10.1,2,0.188,8,reviewed,us,us
2015-12-25T10:18:18.750Z,-54.0913,-1.1248,10,4.6,mb,,236,17.663,1.06,us,us10004bag,2016-02-02T00:17:37.040Z,"294km W of Bouvet Island, Bouvet Island",earthquake,13.2,2,0.207,7,reviewed,us,us
2015-12-25T10:16:59.380Z,-54.2528,-2.3404,10,4.6,mb,,146,17.487,0.71,us,us10004b9r,2016-02-01T20:06:22.040Z,"Southern Mid-Atlantic Ridge",earthquake,11,1.9,0.165,11,reviewed,us,us
2015-12-25T10:07:41.780Z,-54.1378,-2.1121,10,4.7,mb,,171,17.604,0.43,us,us10004b9q,2016-02-01T20:05:36.040Z,"Southern Mid-Atlantic Ridge",earthquake,12.6,1.9,0.174,10,reviewed,us,us
2015-12-25T10:01:27.910Z,-4.0774,129.4978,10,4.2,mb,,85,2.977,0.43,us,us10004ba0,2016-02-18T14:14:26.040Z,"104km SE of Amahai, Indonesia",earthquake,6,1.9,0.131,16,reviewed,us,us
2015-12-25T09:19:42.260Z,-31.7532,-71.9375,35,4.2,mb,,189,1.106,0.7,us,us100049gd,2016-01-28T18:43:32.040Z,"74km W of Illapel, Chile",earthquake,5.4,2,0.236,5,reviewed,us,us
2015-12-25T08:58:34.990Z,41.887,-119.6163,12.5,2.7,ml,8,100.81,0.148,0.1634,nn,nn00523974,2016-01-10T12:47:44.745Z,"69km ESE of Lakeview, Oregon",earthquake,4.48,2.9,0.26,5,reviewed,nn,nn
